state_2001,district_2001,state_2011,district_2011,n_2011_districts_from_2001,n_2001_districts_into_2011,relationship_type,change_usable,harmonization_method,status,source_url
Rajasthan,Jalor,Rajasthan,Jalor,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Jhalawar,Rajasthan,Jhalawar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Jodhpur,Rajasthan,Jodhpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Karauli,Rajasthan,Karauli,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Kota,Rajasthan,Kota,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Nagaur,Rajasthan,Nagaur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Pali,Rajasthan,Pali,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Rajsamand,Rajasthan,Rajsamand,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Sikar,Rajasthan,Sikar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Sirohi,Rajasthan,Sirohi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Tonk,Rajasthan,Tonk,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Udaipur,Rajasthan,Udaipur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Sikkim,East,Sikkim,East,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Sikkim,North,Sikkim,North,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Sikkim,South,Sikkim,South,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Sikkim,West,Sikkim,West,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Chennai,Tamil Nadu,Chennai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Coimbatore,Tamil Nadu,Tiruppur,2,2,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Cuddalore,Tamil Nadu,Cuddalore,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Dharmapuri,Tamil Nadu,Krishnagiri,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Erode,Tamil Nadu,Erode,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Erode,Tamil Nadu,Tiruppur,2,2,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Kancheepuram,Tamil Nadu,Kancheepuram,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Karur,Tamil Nadu,Karur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Madurai,Tamil Nadu,Madurai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Namakkal,Tamil Nadu,Namakkal,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Perambalur,Tamil Nadu,Ariyalur,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Perambalur,Tamil Nadu,Perambalur,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Salem,Tamil Nadu,Salem,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,The Nilgiris,Tamil Nadu,The Nilgiris,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Theni,Tamil Nadu,Theni,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Thiruvarur,Tamil Nadu,Thiruvarur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Tiruchirappalli,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Tiruvanamalai,Tamil Nadu,Tiruvannamalai,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Toothukudi,Tamil Nadu,Thoothukkudi,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Vellore,Tamil Nadu,Vellore,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Viluppuram,Tamil Nadu,Viluppuram,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tripura,Dhalai,Tripura,Dhalai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tripura,North Tripura,Tripura,North Tripura,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tripura,South Tripura,Tripura,South Tripura,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Tripura,West Tripura,Tripura,West Tripura,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Agra,Uttar Pradesh,Agra,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Aligarh,Uttar Pradesh,Aligarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Allahabad,Uttar Pradesh,Allahabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh,Ambedkar Nagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Auraiya,Uttar Pradesh,Auraiya,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Azamgarh,Uttar Pradesh,Azamgarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Baghpat,Uttar Pradesh,Baghpat,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Bahraich,Uttar Pradesh,Bahraich,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Balrampur,Uttar Pradesh,Balrampur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Banda,Uttar Pradesh,Banda,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Barabanki,Uttar Pradesh,Bara Banki,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Bareilly,Uttar Pradesh,Bareilly,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Basti,Uttar Pradesh,Basti,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Bijnor,Uttar Pradesh,Bijnor,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Budaun,Uttar Pradesh,Budaun,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Chandauli,Uttar Pradesh,Chandauli,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Chitrakoot,Uttar Pradesh,Chitrakoot,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Deoria,Uttar Pradesh,Deoria,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Etah,Uttar Pradesh,Etah,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Etah,Uttar Pradesh,Kanshiram Nagar,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Etawah',Uttar Pradesh,Etawah,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Faizabad,Uttar Pradesh,Faizabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Farrukhabad,Uttar Pradesh,Farrukhabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Fatehpur,Uttar Pradesh,Fatehpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh,Gautam Buddha Nagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Ghaziabad,Uttar Pradesh,Ghaziabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Ghazipur,Uttar Pradesh,Ghazipur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Gonda,Uttar Pradesh,Gonda,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Gorakhpur,Uttar Pradesh,Gorakhpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Hamirpur,Uttar Pradesh,Hamirpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Hardoi,Uttar Pradesh,Hardoi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Hathras,Uttar Pradesh,Mahamaya Nagar,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Jalaun,Uttar Pradesh,Jalaun,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Jhansi,Uttar Pradesh,Jhansi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Jyotiba Phule Nagar,Uttar Pradesh,Jyotiba Phule Nagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Kannauj,Uttar Pradesh,Kannauj,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Kanpur Dehat,Uttar Pradesh,Kanpur Dehat,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Kanpur Nagar,Uttar Pradesh,Kanpur Nagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Kaushambi,Uttar Pradesh,Kaushambi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Kheri,Uttar Pradesh,Kheri,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Kushinagar,Uttar Pradesh,Kushinagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Lalitpur,Uttar Pradesh,Lalitpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Lucknow,Uttar Pradesh,Lucknow,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Maharajganj,Uttar Pradesh,Mahrajganj,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Mahoba,Uttar Pradesh,Mahoba,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Mainpuri,Uttar Pradesh,Mainpuri,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Mathura,Uttar Pradesh,Mathura,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Mau,Uttar Pradesh,Mau,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Meerut,Uttar Pradesh,Meerut,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Mirzapur,Uttar Pradesh,Mirzapur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Moradabad,Uttar Pradesh,Moradabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Muzaffarnagar,Uttar Pradesh,Muzaffarnagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Pilibhit,Uttar Pradesh,Pilibhit,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Pratapgarh,Uttar Pradesh,Pratapgarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Rae Bareli,Uttar Pradesh,Rae Bareli,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Rampur,Uttar Pradesh,Rampur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Uttar Pradesh,Saharanpur,Uttar Pradesh,Saharanpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
