state_2001,district_2001,state_2011,district_2011,n_2011_districts_from_2001,n_2001_districts_into_2011,relationship_type,change_usable,harmonization_method,status,source_url
Maharashtra,Osmanabad,Maharashtra,Osmanabad,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Parbhani,Maharashtra,Parbhani,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Pune,Maharashtra,Pune,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Raigarh,Maharashtra,Raigarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Sangli,Maharashtra,Sangli,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Satara,Maharashtra,Satara,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Solapur,Maharashtra,Solapur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Thane,Maharashtra,Thane,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Wardha,Maharashtra,Wardha,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Washim,Maharashtra,Washim,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Maharashtra,Yavatmal,Maharashtra,Yavatmal,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Bishnupur,Manipur,Bishnupur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Chandel,Manipur,Chandel,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Churachandpur,Manipur,Churachandpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Imphal East,Manipur,Imphal East,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Imphal West,Manipur,Imphal West,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Senapati,Manipur,Senapati,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Tamenglong,Manipur,Tamenglong,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Thoubal,Manipur,Thoubal,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Manipur,Ukhrul,Manipur,Ukhrul,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Meghalaya,Ri Bhoi,Meghalaya,Ri Bhoi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Aizawl,Mizoram,Aizawl,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Champhai,Mizoram,Champhai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Kolasib,Mizoram,Kolasib,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Lawngtlai,Mizoram,Lawngtlai,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Lunglei,Mizoram,Lunglei,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Mamit,Mizoram,Mamit,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Saiha,Mizoram,Saiha,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Mizoram,Serchhip,Mizoram,Serchhip,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Dimapur,Nagaland,Dimapur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Kohima,Nagaland,Kohima,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Kohima,Nagaland,Peren,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Mokokchung,Nagaland,Mokokchung,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Mon,Nagaland,Mon,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Phek,Nagaland,Phek,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Tuensang,Nagaland,Kiphire,3,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Tuensang,Nagaland,Longleng,3,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Tuensang,Nagaland,Tuensang,3,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Wokha,Nagaland,Wokha,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Nagaland,Zunheboto,Nagaland,Zunheboto,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Anugul,Odisha,Anugul,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Balangir,Odisha,Balangir,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Baleshwar,Odisha,Baleshwar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Bargarh,Odisha,Bargarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Baudh,Odisha,Baudh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Bhadrak,Odisha,Bhadrak,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Cuttack,Odisha,Cuttack,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Debagarh,Odisha,Debagarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Dhenkanal,Odisha,Dhenkanal,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Gajapati,Odisha,Gajapati,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Ganjam,Odisha,Ganjam,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Jagatsinghapur,Odisha,Jagatsinghapur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Jajapur,Odisha,Jajapur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Jharsuguda,Odisha,Jharsuguda,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Kalahandi,Odisha,Kalahandi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Kandhamal,Odisha,Kandhamal,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Kendrapara,Odisha,Kendrapara,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Kendujhar,Odisha,Kendujhar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Khordha,Odisha,Khordha,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Koraput,Odisha,Koraput,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Malkangiri,Odisha,Malkangiri,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Mayurbhanj,Odisha,Mayurbhanj,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Nabarangapur,Odisha,Nabarangapur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Nayagarh,Odisha,Nayagarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Nuapada,Odisha,Nuapada,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Puri,Odisha,Puri,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Rayagada,Odisha,Rayagada,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Sambalpur,Odisha,Sambalpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Sonapur,Odisha,Subarnapur,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Orissa,Sundargarh,Odisha,Sundargarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Pondicherry,Karaikal,Puducherry,Karaikal,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Pondicherry,Mahe,Puducherry,Mahe,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Pondicherry,Pondicherry,Puducherry,Puducherry,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Pondicherry,Yanam,Puducherry,Yanam,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Amritsar,Punjab,Amritsar,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Amritsar,Punjab,Tarn Taran,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Bathinda,Punjab,Bathinda,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Faridkot,Punjab,Faridkot,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Fatehgarh Sahib,Punjab,Fatehgarh Sahib,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Firozpur,Punjab,Firozpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Gurdaspur,Punjab,Gurdaspur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Hoshiarpur,Punjab,Hoshiarpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Jalandhar,Punjab,Jalandhar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Kapurthala,Punjab,Kapurthala,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Ludhiana,Punjab,Ludhiana,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Mansa,Punjab,Mansa,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Moga,Punjab,Moga,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Muktsar,Punjab,Muktsar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Nawanshahr,Punjab,Shahid Bhagat Singh Nagar,1,1,one_to_one_renamed,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Patiala,Punjab,Patiala,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Patiala,Punjab,Sahibzada Ajit Singh Nagar,2,2,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Rupnagar,Punjab,Rupnagar,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Rupnagar,Punjab,Sahibzada Ajit Singh Nagar,2,2,many_to_many_reorganization,Not yet,Manual Census concordance or 2001/2011 district polygon overlay,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Sangrur,Punjab,Barnala,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Punjab,Sangrur,Punjab,Sangrur,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Ajmer,Rajasthan,Ajmer,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Alwar,Rajasthan,Alwar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Banswara,Rajasthan,Banswara,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Baran,Rajasthan,Baran,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Barmer,Rajasthan,Barmer,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Bharatpur,Rajasthan,Bharatpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Bhilwara,Rajasthan,Bhilwara,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Bikaner,Rajasthan,Bikaner,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Bundi,Rajasthan,Bundi,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Chittaurgarh,Rajasthan,Pratapgarh,2,1,one_to_many_split,"Yes, after aggregation",Aggregate all 2011 child numerators and denominators to 2001 parent,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Churu,Rajasthan,Churu,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Dausa,Rajasthan,Dausa,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Dhaulpur,Rajasthan,Dhaulpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Dungarpur,Rajasthan,Dungarpur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Ganganagar,Rajasthan,Ganganagar,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Hanumangarh,Rajasthan,Hanumangarh,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Jaipur,Rajasthan,Jaipur,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,1,1,one_to_one_same_name,Yes,Direct link; harmonize name where necessary,Preliminary; validate against Census Administrative Atlas,https://github.com/yashveeeeeeer/india-geodata/tree/main/data/census/historical
